"""HSCIC.2.2NumerTotalCostResiAndNursing""","""HSCIC.2.2DenomTotalWeeksSupportedResiAndNursing""","""HSCIC.2.2UnitCostWeeklySpendPerPersonResiAndNursing""","""HSCIC.2.2ANumerTotalCostResiNursingLessIncome""","""HSCIC.2.2ADenomTotalWeeksSupportedResiNursingExcS256""","""HSCIC.2.2AUnitCostWeeklySpendPerPersonResiNursingExcS256""","""HSCIC.2.3NumerTotalCostNursing""","""HSCIC.2.3DenomTotalWeeksSupportedNursing""","""HSCIC.2.3UnitCostWeeklySpendPerPersonNursing""","""HSCIC.2.4NumerTotalCostResi""","""HSCIC.2.4DenomTotalWeeksSupportedResi""","""HSCIC.2.4UnitCostWeeklySpendPerPersonResi""","""HSCIC.2.5NumerTotalCostResiOwnProvision""","""HSCIC.2.5DenomTotalWeeksSupportedResiOwnProvision""","""HSCIC.2.5UnitCostWeeklySpendPerPersonResiOwnProvision""","""HSCIC.2.6NumerTotalCostResiProvidedByOthers""","""HSCIC.2.6DenomTotalWeeksSupportedResiProvidedByOthers""","""HSCIC.2.6UnitCostWeeklySpendPerPersonResiProvidedByOthers""","""HSCIC.2.26NumerTotalCostHomeCare""","""HSCIC.2.26DenomOlderPeopleReceivingHomeCare""","""HSCIC.2.26UnitCostWeeklySpendPerPersonHomeCare""","""HSCIC.2.44NumerTotalCostDayCare""","""HSCIC.2.44DenomAvgClientsPerWeekDayCare""","""HSCIC.2.44UnitCostWeeklySpendPerPersonDayCare""","""HSCIC.2.31NumerTotalCostDirectPayments""","""HSCIC.2.31DenomOlderPeopleReceivingDirectPayments""","""HSCIC.2.31UnitCostWeeklySpendPerPersonDirectPayments""","""HSCIC.2.34ANumerTotalCostDayCare""","""HSCIC.2.34ADenomAvgClientsPerWeekDayCare""","""HSCIC.2.34AUnitCostWeeklySpendPerPersonDayCare""","""HSCIC.2.35NumerTotalCostDayCareOwnProvision""","""HSCIC.2.35DenomAvgClientsPerWeekDayCareOwnProvision""","""HSCIC.2.35UnitCostWeeklySpendPerPersonDayCareOwnProvision""","""HSCIC.2.36NumerTotalCostDayCareProvidedByOthers""","""HSCIC.2.36DenomTotalCostDayCareProvidedByOthers""","""HSCIC.2.36UnitCostWeeklySpendPerPersonDayCareProvidedByOthers""","""HSCIC.2.56NumerTotalCostProvidingMeals""","""HSCIC.2.56DenomNumberReceivingMeals""","""HSCIC.2.56AvgWeeklySpendPerPersonMeals""","""HSCICMaster.HSCIC.Year""","""HSCICMaster.ONS.LA.Code""","""HSCICMaster.ONS.LA.Name""",HSCICMaster.Inflation
31828,59248,537.2,30106,59182,508.7,5958,12476,477.6,25870,46772,553.1,6446,3918,1645.2,19424,42854,453.3,11690,1110,202.7,1915,250,146.7,2644,290,176.5,1915,380,96.7,1915,380,96.7,0,0,NA,0,0,NA,2013-14,E08000018,Rotherham,1
31802.5376,59248,536.77024,30081.9152,59182,508.29304,5953.2336,12476,477.21792,25849.304,46772,552.65752,6440.8432,3918,1643.88384,19408.4608,42854,452.93736,11680.648,1110,202.53784,1913.468,250,146.58264,2641.8848,290,176.3588,1913.468,380,96.62264,1913.468,380,96.62264,0,0,NA,0,0,NA,2014-15,E08000018,Rotherham,-0.0008
31910.66623,59248,538.5952588,30184.19371,59182,510.0212363,5973.474594,12476,478.8404609,25937.19163,46772,554.5365556,6462.742067,3918,1649.473045,19474.44957,42854,454.477347,11720.3622,1110,203.2264687,1919.973791,250,147.081021,2650.867208,290,176.9584199,1919.973791,380,96.95115698,1919.973791,380,96.95115698,0,0,NA,0,0,NA,2015-16,E08000018,Rotherham,0.0034
32118.08556,59248,542.096128,30380.39097,59182,513.3363744,6012.302179,12476,481.9529239,26105.78338,46772,558.1410432,6504.74989,3918,1660.19462,19601.03349,42854,457.4314498,11796.54456,1110,204.5474407,1932.453621,250,148.0370476,2668.097845,290,178.1086496,1932.453621,380,97.5813395,1932.453621,380,97.5813395,0,0,NA,0,0,NA,2016-17,E08000018,Rotherham,0.0065
32407.14833,59248,546.9749932,30653.81449,59182,517.9564017,6066.412899,12476,486.2905002,26340.73543,46772,563.1643126,6563.292639,3918,1675.136371,19777.44279,42854,461.5483328,11902.71346,1110,206.3883677,1949.845703,250,149.369381,2692.110726,290,179.7116275,1949.845703,380,98.45957155,1949.845703,380,98.45957155,0,0,NA,0,0,NA,2017-18,E08000018,Rotherham,0.009
32760.38625,59248,552.9370206,30987.94107,59182,523.6021265,6132.536799,12476,491.5910667,26627.84945,46772,569.3028036,6634.832529,3918,1693.395358,19993.01692,42854,466.5792097,12032.45304,1110,208.6380009,1971.099022,250,150.9975073,2721.454733,290,181.6704842,1971.099022,380,99.53278088,1971.099022,380,99.53278088,0,0,NA,0,0,NA,2018-19,E08000018,Rotherham,0.0109
33163.339,59248,559.7381459,31369.09274,59182,530.0424327,6207.967002,12476,497.6376368,26955.37199,46772,576.3052281,6716.440969,3918,1714.224121,20238.93102,42854,472.3181339,12180.45221,1110,211.2042483,1995.34354,250,152.8547766,2754.928626,290,183.9050312,1995.34354,380,100.7570341,1995.34354,380,100.7570341,0,0,NA,0,0,NA,2019-20,E08000018,Rotherham,0.0123
33607.72774,59248,567.2386371,31789.43859,59182,537.1450013,6291.15376,12476,504.3059811,27316.57398,46772,584.0277181,6806.441278,3918,1737.194724,20510.1327,42854,478.6471969,12343.67027,1110,214.0343852,2022.081143,250,154.9030306,2791.844669,290,186.3693586,2022.081143,380,102.1071783,2022.081143,380,102.1071783,0,0,NA,0,0,NA,2020-21,E08000018,Rotherham,0.0134
34088.31825,59248,575.3501496,32244.02756,59182,544.8261748,6381.117259,12476,511.5175567,27707.20099,46772,592.3793145,6903.773388,3918,1762.036609,20803.4276,42854,485.4918518,12520.18475,1110,217.0950769,2050.996903,250,157.118144,2831.768048,290,189.0344404,2050.996903,380,103.567311,2050.996903,380,103.567311,0,0,NA,0,0,NA,2021-22,E08000018,Rotherham,0.0143
34596.23419,59248,583.9228668,32724.46357,59182,552.9440848,6476.195906,12476,519.1391683,28120.03828,46772,601.2057663,7006.639612,3918,1788.290954,21113.39867,42854,492.7256804,12706.7355,1110,220.3297936,2081.556757,250,159.4592043,2873.961392,290,191.8510536,2081.556757,380,105.1104639,2081.556757,380,105.1104639,0,0,NA,0,0,NA,2022-23,E08000018,Rotherham,0.0149
35129.01619,59248,592.915279,33228.42031,59182,561.4594237,6575.929323,12476,527.1339115,28553.08687,46772,610.4643351,7114.541862,3918,1815.830635,21438.54501,42854,500.3136559,12902.41923,1110,223.7228724,2113.612731,250,161.9148761,2918.220398,290,194.8055598,2113.612731,380,106.7291651,2113.612731,380,106.7291651,0,0,NA,0,0,NA,2023-24,E08000018,Rotherham,0.0154
35684.05465,59248,602.2833404,33753.42935,59182,570.3304826,6679.829006,12476,535.4626273,29004.22564,46772,620.1096716,7226.951623,3918,1844.520759,21777.27402,42854,508.2186117,13106.27746,1110,227.2576938,2147.007812,250,164.4731311,2964.32828,290,197.8834877,2147.007812,380,108.4154859,2147.007812,380,108.4154859,0,0,NA,0,0,NA,2024-25,E08000018,Rotherham,0.0158
36258.56793,59248,611.9801022,34296.85956,59182,579.5128034,6787.374253,12476,544.0835756,29471.19368,46772,630.0934373,7343.305545,3918,1874.217543,22127.88813,42854,516.4009313,13317.28852,1110,230.9165426,2181.574638,250,167.1211485,3012.053965,290,201.0694118,2181.574638,380,110.1609752,2181.574638,380,110.1609752,0,0,NA,0,0,NA,2025-26,E08000018,Rotherham,0.0161
36853.20844,59248,622.0165758,34859.32806,59182,589.0168133,6898.687191,12476,553.0065462,29954.52125,46772,640.4269696,7463.735755,3918,1904.954711,22490.7855,42854,524.8699066,13535.69205,1110,234.7035739,2217.352462,250,169.8619354,3061.45165,290,204.3669502,2217.352462,380,111.9676152,2217.352462,380,111.9676152,0,0,NA,0,0,NA,2026-27,E08000018,Rotherham,0.0164
37461.28638,59248,632.2798493,35434.50697,59182,598.7355908,7012.515529,12476,562.1311542,30448.77085,46772,650.9940146,7586.887395,3918,1936.386463,22861.88346,42854,533.5302601,13759.03097,1110,238.5761829,2253.938778,250,172.6646573,3111.965602,290,207.7390049,2253.938778,380,113.8150808,2253.938778,380,113.8150808,0,0,NA,0,0,NA,2027-28,E08000018,Rotherham,0.0165
38086.88987,59248,642.8389228,36026.26324,59182,608.7344751,7129.624539,12476,571.5187445,30957.26533,46772,661.8656147,7713.588415,3918,1968.724117,23243.67691,42854,542.4402154,13988.80679,1110,242.5604052,2291.579555,250,175.5481571,3163.935428,290,211.2082462,2291.579555,380,115.7157927,2291.579555,380,115.7157927,0,0,NA,0,0,NA,2028-29,E08000018,Rotherham,0.0167
38726.74961,59248,653.6386167,36631.50446,59182,618.9612143,7249.402231,12476,581.1202594,31477.34738,46772,672.984957,7843.1767,3918,2001.798682,23634.17068,42854,551.553211,14223.81874,1110,246.63542,2330.078092,250,178.4973661,3217.089543,290,214.7565448,2330.078092,380,117.659818,2330.078092,380,117.659818,0,0,NA,0,0,NA,2029-30,E08000018,Rotherham,0.0168
39377.35901,59248,664.6197455,37246.91373,59182,629.3597627,7371.192188,12476,590.8830798,32006.16682,46772,684.2911043,7974.942069,3918,2035.4289,24031.22475,42854,560.819305,14462.7789,1110,250.778895,2369.223404,250,181.4961219,3271.136648,290,218.3644547,2369.223404,380,119.636503,2369.223404,380,119.636503,0,0,NA,0,0,NA,2030-31,E08000018,Rotherham,0.0168
40042.83638,59248,675.8518192,37876.38658,59182,639.9959427,7495.765336,12476,600.8690038,32547.07104,46772,695.855624,8109.71859,3918,2069.827649,24437.35245,42854,570.2971512,14707.19986,1110,255.0170584,2409.263279,250,184.5634063,3326.418857,290,222.054814,2409.263279,380,121.6583599,2409.263279,380,121.6583599,0,0,NA,0,0,NA,2031-32,E08000018,Rotherham,0.0169
40723.56459,59248,687.3413001,38520.28515,59182,650.8758737,7623.193347,12476,611.0837769,33100.37125,46772,707.6851696,8247.583806,3918,2105.014719,24852.78744,42854,579.9922028,14957.22226,1110,259.3523483,2450.220755,250,187.7009842,3382.967977,290,225.8297458,2450.220755,380,123.726552,2450.220755,380,123.726552,0,0,NA,0,0,NA,2032-33,E08000018,Rotherham,0.017
41415.86519,59248,699.0261022,39175.12999,59182,661.9407636,7752.787634,12476,621.4722011,33663.07756,46772,719.7158174,8387.792731,3918,2140.799969,25275.28483,42854,589.8520702,15211.49504,1110,263.7613383,2491.874508,250,190.891901,3440.478433,290,229.6688515,2491.874508,380,125.8299034,2491.874508,380,125.8299034,0,0,NA,0,0,NA,2033-34,E08000018,Rotherham,0.017
42119.9349,59248,710.9095459,39841.1072,59182,673.1937566,7884.585024,12476,632.0372285,34235.34988,46772,731.9509863,8530.385207,3918,2177.193568,25704.96467,42854,599.8795554,15470.09045,1110,268.245281,2534.236375,250,194.1370633,3498.966566,290,233.573222,2534.236375,380,127.9690117,2534.236375,380,127.9690117,0,0,NA,0,0,NA,2034-35,E08000018,Rotherham,0.017
42835.97379,59248,722.9950082,40518.40603,59182,684.6380504,8018.622969,12476,642.7818614,34817.35082,46772,744.3941531,8675.401756,3918,2214.205859,26141.94907,42854,610.0775079,15733.08199,1110,272.8054508,2577.318393,250,197.4373933,3558.448998,290,237.5439668,2577.318393,380,130.1444849,2577.318393,380,130.1444849,0,0,NA,0,0,NA,2035-36,E08000018,Rotherham,0.017
43568.46895,59248,735.3582229,41211.27077,59182,696.3453611,8155.741422,12476,653.7734312,35412.72752,46772,757.1232931,8823.751126,3918,2252.068779,26588.9764,42854,620.5098333,16002.11769,1110,277.470424,2621.390538,250,200.8135728,3619.298476,290,241.6059686,2621.390538,380,132.3699556,2621.390538,380,132.3699556,0,0,NA,0,0,NA,2036-37,E08000018,Rotherham,0.0171
2510,5747,436.7,2350,5747,408.9,407,782,520.5,2103,4965,423.5,0,0,NA,2103,4965,423.5,1170,220,101.4,635,85,142,338,65,98.4,66,115,11.1,0,0,NA,66,115,11.1,36,45,16.1,2011-12,E06000017,Rutland,1
2387,5222,457.1,2223,5222,425.7,356,871,408.7,2031,4351,466.8,0,0,NA,2031,4351,466.8,1254,220,109.1,71,70,19.8,375,65,110.9,71,130,10.5,0,0,NA,71,130,10.5,42,40,19.2,2012-13,E06000017,Rutland,1
2801,5804,482.6,2603,5804,448.5,534,1140,468.4,2267,4664,486.1,0,0,NA,2267,4664,486.1,1355,90,296.1,77,35,41.1,200,50,76.9,77,50,29.6,0,0,NA,77,50,29.6,48,20,48.6,2013-14,E06000017,Rutland,1
2798.7592,5804,482.21392,2600.9176,5804,448.1412,533.5728,1140,468.02528,2265.1864,4664,485.71112,0,0,NA,2265.1864,4664,485.71112,1353.916,90,295.86312,76.9384,35,41.06712,199.84,50,76.83848,76.9384,50,29.57632,0,0,NA,76.9384,50,29.57632,47.9616,20,48.56112,2014-15,E06000017,Rutland,-0.0008
2808.274981,5804,483.8534473,2609.76072,5804,449.6648801,535.3869475,1140,469.616566,2272.888034,4664,487.3625378,0,0,NA,2272.888034,4664,487.3625378,1358.519314,90,296.8690546,77.19999056,35,41.20674821,200.519456,50,77.09973083,77.19999056,50,29.67687949,0,0,NA,77.19999056,50,29.67687949,48.12466944,20,48.72622781,2015-16,E06000017,Rutland,0.0034
2826.528769,5804,486.9984947,2626.724165,5804,452.5877018,538.8669627,1140,472.6690736,2287.661806,4664,490.5303943,0,0,NA,2287.661806,4664,490.5303943,1367.34969,90,298.7987035,77.7017905,35,41.47459207,201.8228325,50,77.60087908,77.7017905,50,29.8697792,0,0,NA,77.7017905,50,29.8697792,48.43747979,20,49.04294829,2016-17,E06000017,Rutland,0.0065
2851.967528,5804,491.3814812,2650.364682,5804,456.6609911,543.7167653,1140,476.9230953,2308.250762,4664,494.9451679,0,0,NA,2308.250762,4664,494.9451679,1379.655837,90,301.4878918,78.40110661,35,41.8478634,203.639238,50,78.29928699,78.40110661,50,30.13860722,0,0,NA,78.40110661,50,30.13860722,48.87341711,20,49.48433482,2017-18,E06000017,Rutland,0.009
2883.053974,5804,496.7375393,2679.253657,5804,461.6385959,549.6432781,1140,482.121557,2333.410696,4664,500.3400702,0,0,NA,2333.410696,4664,500.3400702,1394.694086,90,304.7741098,79.25567868,35,42.30400511,205.8589056,50,79.15274922,79.25567868,50,30.46711804,0,0,NA,79.25567868,50,30.46711804,49.40613736,20,50.02371407,2018-19,E06000017,Rutland,0.0109
2918.515538,5804,502.8474111,2712.208477,5804,467.3167506,556.4038904,1140,488.0516522,2362.111647,4664,506.494253,0,0,NA,2362.111647,4664,506.494253,1411.848823,90,308.5228314,80.23052352,35,42.82434437,208.3909702,50,80.12632804,80.23052352,50,30.84186359,0,0,NA,80.23052352,50,30.84186359,50.01383285,20,50.63900576,2019-20,E06000017,Rutland,0.0123
2957.623646,5804,509.5855664,2748.552071,5804,473.5787951,563.8597025,1140,494.5915443,2393.763943,4664,513.281276,0,0,NA,2393.763943,4664,513.281276,1430.767597,90,312.6570373,81.30561254,35,43.39819059,211.1834092,50,81.20002083,81.30561254,50,31.25514456,0,0,NA,81.30561254,50,31.25514456,50.68401821,20,51.31756843,2020-21,E06000017,Rutland,0.0134
2999.917664,5804,516.87264,2787.856365,5804,480.3509719,571.9228963,1140,501.6642034,2427.994768,4664,520.6211983,0,0,NA,2427.994768,4664,520.6211983,1451.227574,90,317.1280329,82.4682828,35,44.01878471,214.2033319,50,82.36118113,82.4682828,50,31.70209313,0,0,NA,82.4682828,50,31.70209313,51.40879967,20,52.05140966,2021-22,E06000017,Rutland,0.0143
3044.616437,5804,524.5740423,2829.395425,5804,487.5082014,580.4445474,1140,509.139,2464.17189,4664,528.3784541,0,0,NA,2464.17189,4664,528.3784541,1472.850865,90,321.8532406,83.69706021,35,44.67466461,217.3949616,50,83.58836273,83.69706021,50,32.17445431,0,0,NA,83.69706021,50,32.17445431,52.17479078,20,52.82697567,2022-23,E06000017,Rutland,0.0149
3091.50353,5804,532.6524826,2872.968115,5804,495.0158277,589.3833935,1140,516.9797406,2502.120137,4664,536.5154823,0,0,NA,2502.120137,4664,536.5154823,1495.532768,90,326.8097805,84.98599494,35,45.36265444,220.742844,50,84.87562352,84.98599494,50,32.66994091,0,0,NA,84.98599494,50,32.66994091,52.97828256,20,53.64051109,2023-24,E06000017,Rutland,0.0154
3140.349286,5804,541.0683918,2918.361011,5804,502.8370777,598.6956511,1140,525.1480205,2541.653635,4664,544.992427,0,0,NA,2541.653635,4664,544.992427,1519.162186,90,331.9733751,86.32877366,35,46.07938438,224.2305809,50,86.21665837,86.32877366,50,33.18612598,0,0,NA,86.32877366,50,33.18612598,53.81533942,20,54.48803117,2024-25,E06000017,Rutland,0.0158
3190.908909,5804,549.7795929,2965.346623,5804,510.9327547,608.3346511,1140,533.6029037,2582.574258,4664,553.766805,0,0,NA,2582.574258,4664,553.766805,1543.620697,90,337.3181464,87.71866691,35,46.82126247,227.8406933,50,87.60474657,87.71866691,50,33.72042261,0,0,NA,87.71866691,50,33.72042261,54.68176639,20,55.36528847,2025-26,E06000017,Rutland,0.0161
3243.239816,5804,558.7959782,3013.978308,5804,519.3120519,618.3113393,1140,542.3539913,2624.928476,4664,562.8485806,0,0,NA,2624.928476,4664,562.8485806,1568.936076,90,342.850164,89.15725305,35,47.58913117,231.5772807,50,89.04146441,89.15725305,50,34.27343754,0,0,NA,89.15725305,50,34.27343754,55.57854736,20,56.2732792,2026-27,E06000017,Rutland,0.0164
3296.753273,5804,568.0161119,3063.70895,5804,527.8807007,628.5134764,1140,551.3028321,2668.239796,4664,572.1355822,0,0,NA,2668.239796,4664,572.1355822,1594.823522,90,348.5071917,90.62834773,35,48.37435184,235.3983058,50,90.51064857,90.62834773,50,34.83894926,0,0,NA,90.62834773,50,34.83894926,56.49559339,20,57.20178831,2027-28,E06000017,Rutland,0.0165
3351.809052,5804,577.5019809,3114.872889,5804,536.6963084,639.0096515,1140,560.5095894,2712.799401,4664,581.6902464,0,0,NA,2712.799401,4664,581.6902464,1621.457075,90,354.3272618,92.14184113,35,49.18220351,239.3294575,50,92.02217641,92.14184113,50,35.42075971,0,0,NA,92.14184113,50,35.42075971,57.4390698,20,58.15705817,2028-29,E06000017,Rutland,0.0167
3408.119444,5804,587.2040142,3167.202754,5804,545.7128064,649.7450136,1140,569.9261505,2758.374431,4664,591.4626426,0,0,NA,2758.374431,4664,591.4626426,1648.697553,90,360.2799598,93.68982407,35,50.00846453,243.3501924,50,93.56814897,93.68982407,50,36.01582847,0,0,NA,93.68982407,50,36.01582847,58.40404617,20,59.13409675,2029-30,E06000017,Rutland,0.0168
3465.375851,5804,597.0690416,3220.41176,5804,554.8807816,660.6607299,1140,579.5009099,2804.715121,4664,601.399215,0,0,NA,2804.715121,4664,601.399215,1676.395672,90,366.3326631,95.26381311,35,50.84860674,247.4384756,50,95.14009387,95.26381311,50,36.62089439,0,0,NA,95.26381311,50,36.62089439,59.38523415,20,60.12754957,2030-31,E06000017,Rutland,0.0168
3523.940703,5804,607.1595084,3274.836719,5804,564.2582668,671.8258962,1140,589.2944753,2852.114807,4664,611.5628617,0,0,NA,2852.114807,4664,611.5628617,1704.726759,90,372.5236851,96.87377155,35,51.70794819,251.6201858,50,96.74796146,96.87377155,50,37.23978751,0,0,NA,96.87377155,50,37.23978751,60.3888446,20,61.14370516,2031-32,E06000017,Rutland,0.0169
3583.847695,5804,617.4812201,3330.508943,5804,573.8506573,683.2469364,1140,599.3124813,2900.600758,4664,621.9594303,0,0,NA,2900.600758,4664,621.9594303,1733.707114,90,378.8565878,98.52062567,35,52.58698331,255.897729,50,98.3926768,98.52062567,50,37.87286389,0,0,NA,98.52062567,50,37.87286389,61.41545496,20,62.18314815,2032-33,E06000017,Rutland,0.017
3644.773106,5804,627.9784008,3387.127595,5804,583.6061185,694.8621344,1140,609.5007935,2949.910971,4664,632.5327407,0,0,NA,2949.910971,4664,632.5327407,1763.180135,90,385.2971498,100.1954763,35,53.48096203,260.2479904,50,100.0653523,100.1954763,50,38.51670258,0,0,NA,100.1954763,50,38.51670258,62.4595177,20,63.24026167,2033-34,E06000017,Rutland,0.017
3706.734248,5804,638.6540336,3444.708764,5804,593.5274225,706.6747906,1140,619.862307,3000.059458,4664,643.2857973,0,0,NA,3000.059458,4664,643.2857973,1793.154197,90,391.8472013,101.8987994,35,54.39013838,264.6722062,50,101.7664633,101.8987994,50,39.17148652,0,0,NA,101.8987994,50,39.17148652,63.5213295,20,64.31534612,2034-35,E06000017,Rutland,0.017
3769.748731,5804,649.5111522,3503.268813,5804,603.6173887,718.6882621,1140,630.3999662,3051.060468,4664,654.2216558,0,0,NA,3051.060468,4664,654.2216558,1823.637819,90,398.5086038,103.631079,35,55.31477073,269.1716337,50,103.4964932,103.631079,50,39.83740179,0,0,NA,103.631079,50,39.83740179,64.6011921,20,65.408707,2035-36,E06000017,Rutland,0.017
3834.211434,5804,660.6177929,3563.17471,5804,613.939246,730.9778314,1140,641.1798056,3103.233602,4664,665.4088461,0,0,NA,3103.233602,4664,665.4088461,1854.822025,90,405.3231009,105.4031704,35,56.26065331,273.7744687,50,105.2662832,105.4031704,50,40.51862136,0,0,NA,105.4031704,50,40.51862136,65.70587248,20,66.52719589,2036-37,E06000017,Rutland,0.0171
21592,49500,436.2,20463,49500,413.4,4677,10243,456.6,16915,39257,430.9,987,1168,845,15928,38089,418.2,8447,1365,119,5247,545,184.5,1590,210,145.6,2214,275,156,1876,215,168.6,338,60,110.2,264,190,26.4,2011-12,E08000006,Salford,1
21547,49058,439.2,20478,49058,417.4,4445,9749,455.9,17102,39309,435.1,1078,1181,912.8,16024,38128,420.3,7627,1120,131.2,1987,205,188.2,1579,180,167.8,1987,240,159.9,1704,175,189.4,283,65,82.5,141,85,32.7,2012-13,E08000006,Salford,1
21288,48049,443,21140,48049,440,4476,9976,448.7,16812,38073,441.6,1259,1380,912.3,15553,36693,423.9,7234,1150,120.8,1600,160,193.5,1426,150,182.8,1600,155,197.2,1313,115,223.5,287,45,128.4,143,50,53.9,2013-14,E08000006,Salford,1
21270.9696,48049,442.6456,21123.088,48049,439.648,4472.4192,9976,448.34104,16798.5504,38073,441.24672,1257.9928,1380,911.57016,15540.5576,36693,423.56088,7228.2128,1150,120.70336,1598.72,160,193.3452,1424.8592,150,182.65376,1598.72,155,197.04224,1311.9496,115,223.3212,286.7704,45,128.29728,142.8856,50,53.85688,2014-15,E08000006,Salford,-0.0008
21343.2909,48049,444.150595,21194.9065,48049,441.1428032,4487.625425,9976,449.8653995,16855.66547,38073,442.7469588,1262.269976,1380,914.6694985,15593.3955,36693,425.000987,7252.788724,1150,121.1137514,1604.155648,160,194.0025737,1429.703721,150,183.2747828,1604.155648,155,197.7121836,1316.410229,115,224.0804921,287.7454194,45,128.7334908,143.371411,50,54.03999339,2015-16,E08000006,Salford,0.0034
21482.02229,48049,447.0375739,21332.67339,48049,444.0102314,4516.794991,9976,452.7895246,16965.2273,38073,445.6248141,1270.47473,1380,920.6148503,15694.75257,36693,427.7634934,7299.93185,1150,121.9009908,1614.58266,160,195.2635904,1438.996795,150,184.4660689,1614.58266,155,198.9973128,1324.966895,115,225.5370153,289.6157646,45,129.5702584,144.3033252,50,54.39125335,2016-17,E08000006,Salford,0.0065
21675.36049,48049,451.0609121,21524.66745,48049,448.0063235,4557.446145,9976,456.8646304,17117.91434,38073,449.6354374,1281.909003,1380,928.9003839,15836.00534,36693,431.6133648,7365.631237,1150,122.9980997,1629.113904,160,197.0209627,1451.947767,150,186.1262635,1629.113904,155,200.7882886,1336.891597,115,227.5668484,292.2223065,45,130.7363908,145.6020551,50,54.88077463,2017-18,E08000006,Salford,0.009
21911.62192,48049,455.977476,21759.28633,48049,452.8895924,4607.122308,9976,461.8444548,17304.49961,38073,454.5364637,1295.881811,1380,939.0253981,16008.6178,36693,436.3179505,7445.916617,1150,124.338779,1646.871245,160,199.1684912,1467.773997,150,188.1550398,1646.871245,155,202.976881,1351.463716,115,230.0473271,295.4075296,45,132.1614174,147.1891175,50,55.47897507,2018-19,E08000006,Salford,0.0109
22181.13487,48049,461.585999,22026.92555,48049,458.4601344,4663.789913,9976,467.5251416,17517.34495,38073,460.1272622,1311.821157,1380,950.5754105,16205.5238,36693,441.6846613,7537.501392,1150,125.868146,1667.127762,160,201.6182637,1485.827617,150,190.4693468,1667.127762,155,205.4734966,1368.086719,115,232.8769092,299.0410422,45,133.7870029,148.9995437,50,56.16136647,2019-20,E08000006,Salford,0.0123
22478.36207,48049,467.7712514,22322.08635,48049,464.6035002,4726.284698,9976,473.7899785,17752.07738,38073,466.2929675,1329.399561,1380,963.313121,16422.67782,36693,447.6032358,7638.50391,1150,127.5547792,1689.467274,160,204.3199484,1505.737708,150,193.021636,1689.467274,155,208.2268415,1386.419081,115,235.9974598,303.0481922,45,135.5797487,150.9961376,50,56.91392878,2020-21,E08000006,Salford,0.0134
22799.80265,48049,474.4603803,22641.29219,48049,471.2473303,4793.870569,9976,480.5651752,18005.93208,38073,472.9609569,1348.409975,1380,977.0884987,16657.52211,36693,454.003962,7747.734516,1150,129.3788125,1713.626656,160,207.2417237,1527.269757,150,195.7818454,1713.626656,155,211.2044853,1406.244874,115,239.3722234,307.3817813,45,137.5185391,153.1553823,50,57.72779796,2021-22,E08000006,Salford,0.0143
23139.51971,48049,481.5298399,22978.64744,48049,478.2689155,4865.29924,9976,487.7255963,18274.22047,38073,480.0080752,1368.501283,1380,991.6471173,16905.71919,36693,460.7686211,7863.175761,1150,131.3065568,1739.159693,160,210.3296253,1550.026076,150,198.6989949,1739.159693,155,214.3514321,1427.197923,115,242.9388696,311.9617699,45,139.5675653,155.4373975,50,58.58794215,2022-23,E08000006,Salford,0.0149
23495.86831,48049,488.9453995,23332.51861,48049,485.6342568,4940.224849,9976,495.2365705,18555.64347,38073,487.4001995,1389.576203,1380,1006.918483,17166.06726,36693,467.8644578,7984.268667,1150,133.3286778,1765.942752,160,213.5687016,1573.896478,150,201.7589594,1765.942752,155,217.6524442,1449.176771,115,246.6801282,316.7659811,45,141.7169058,157.8311335,50,59.49019646,2023-24,E08000006,Salford,0.0154
23867.10303,48049,496.6707368,23701.1724,48049,493.307278,5018.280401,9976,503.0613083,18848.82263,38073,495.1011227,1411.531507,1380,1022.827795,17437.29113,36693,475.2567163,8110.420112,1150,135.4352709,1793.844647,160,216.9430871,1598.764042,150,204.946751,1793.844647,155,221.0913528,1472.073764,115,250.5776742,321.7708836,45,143.956033,160.3248654,50,60.43014156,2024-25,E08000006,Salford,0.0158
24251.36339,48049,504.6671356,24082.76128,48049,501.2495252,5099.074716,9976,511.1605954,19152.28868,38073,503.0722508,1434.257164,1380,1039.295322,17718.03151,36693,482.9083494,8240.997876,1150,137.6157787,1822.725546,160,220.4358708,1624.504143,150,208.2463937,1822.725546,155,224.6509236,1495.774151,115,254.6119747,326.9513949,45,146.2737251,162.9060957,50,61.40306684,2025-26,E08000006,Salford,0.0161
24649.08575,48049,512.9436766,24477.71857,48049,509.4700174,5182.699541,9976,519.5436291,19466.38621,38073,511.3226357,1457.778982,1380,1056.339766,18008.60723,36693,490.8280463,8376.150241,1150,139.8726775,1852.618245,160,224.051019,1651.146011,150,211.6616345,1852.618245,155,228.3351987,1520.304847,115,258.7876111,332.3133977,45,148.6726142,165.5777557,50,62.41007714,2026-27,E08000006,Salford,0.0164
25055.79567,48049,521.4072473,24881.60092,48049,517.8762727,5268.214083,9976,528.116099,19787.58158,38073,519.7594592,1481.832335,1380,1073.769372,18305.74925,36693,498.9267091,8514.35672,1150,142.1805767,1883.186446,160,227.7478608,1678.38992,150,215.1540515,1883.186446,155,232.1027295,1545.389877,115,263.0576067,337.7965688,45,151.1257123,168.3097886,50,63.43984341,2027-28,E08000006,Salford,0.0165
