"""HSCIC.2.2NumerTotalCostResiAndNursing""","""HSCIC.2.2DenomTotalWeeksSupportedResiAndNursing""","""HSCIC.2.2UnitCostWeeklySpendPerPersonResiAndNursing""","""HSCIC.2.2ANumerTotalCostResiNursingLessIncome""","""HSCIC.2.2ADenomTotalWeeksSupportedResiNursingExcS256""","""HSCIC.2.2AUnitCostWeeklySpendPerPersonResiNursingExcS256""","""HSCIC.2.3NumerTotalCostNursing""","""HSCIC.2.3DenomTotalWeeksSupportedNursing""","""HSCIC.2.3UnitCostWeeklySpendPerPersonNursing""","""HSCIC.2.4NumerTotalCostResi""","""HSCIC.2.4DenomTotalWeeksSupportedResi""","""HSCIC.2.4UnitCostWeeklySpendPerPersonResi""","""HSCIC.2.5NumerTotalCostResiOwnProvision""","""HSCIC.2.5DenomTotalWeeksSupportedResiOwnProvision""","""HSCIC.2.5UnitCostWeeklySpendPerPersonResiOwnProvision""","""HSCIC.2.6NumerTotalCostResiProvidedByOthers""","""HSCIC.2.6DenomTotalWeeksSupportedResiProvidedByOthers""","""HSCIC.2.6UnitCostWeeklySpendPerPersonResiProvidedByOthers""","""HSCIC.2.26NumerTotalCostHomeCare""","""HSCIC.2.26DenomOlderPeopleReceivingHomeCare""","""HSCIC.2.26UnitCostWeeklySpendPerPersonHomeCare""","""HSCIC.2.44NumerTotalCostDayCare""","""HSCIC.2.44DenomAvgClientsPerWeekDayCare""","""HSCIC.2.44UnitCostWeeklySpendPerPersonDayCare""","""HSCIC.2.31NumerTotalCostDirectPayments""","""HSCIC.2.31DenomOlderPeopleReceivingDirectPayments""","""HSCIC.2.31UnitCostWeeklySpendPerPersonDirectPayments""","""HSCIC.2.34ANumerTotalCostDayCare""","""HSCIC.2.34ADenomAvgClientsPerWeekDayCare""","""HSCIC.2.34AUnitCostWeeklySpendPerPersonDayCare""","""HSCIC.2.35NumerTotalCostDayCareOwnProvision""","""HSCIC.2.35DenomAvgClientsPerWeekDayCareOwnProvision""","""HSCIC.2.35UnitCostWeeklySpendPerPersonDayCareOwnProvision""","""HSCIC.2.36NumerTotalCostDayCareProvidedByOthers""","""HSCIC.2.36DenomTotalCostDayCareProvidedByOthers""","""HSCIC.2.36UnitCostWeeklySpendPerPersonDayCareProvidedByOthers""","""HSCIC.2.56NumerTotalCostProvidingMeals""","""HSCIC.2.56DenomNumberReceivingMeals""","""HSCIC.2.56AvgWeeklySpendPerPersonMeals""","""HSCICMaster.HSCIC.Year""","""HSCICMaster.ONS.LA.Code""","""HSCICMaster.ONS.LA.Name""",HSCICMaster.Inflation
15247,26836,568.1,14946,26225,569.9,4429,6451,686.6,10817,20385,530.6,2025,1801,1124.6,8792,18584,473.1,9395,760,237.7,4492,975,88.8,1712,750,44,1135,150,143.6,415,50,159.6,720,100,135.8,0,0,NA,2011-12,E09000002,Barking and Dagenham,1
13166,23044,571.3,13166,22992,572.6,3847,7541,510.2,9319,15503,601.1,1935,1751,1105,7384,13752,536.9,9053,475,365.7,1060,105,192.2,3346,360,177.7,1060,95,210.1,238,40,111.8,821,55,282,0,0,NA,2012-13,E09000002,Barking and Dagenham,1
11974,23137,517.5,11974,22777,525.7,3995,8316,480.3,7980,14821,538.4,1501,1824,823,6479,12997,498.5,3321,345,185.1,861,105,159.2,5023,495,195.9,861,85,197,209,40,105.5,652,45,272.7,0,0,NA,2013-14,E09000002,Barking and Dagenham,1
11964.4208,23137,517.086,11964.4208,22777,525.27944,3991.804,8316,479.91576,7973.616,14821,537.96928,1499.7992,1824,822.3416,6473.8168,12997,498.1012,3318.3432,345,184.95192,860.3112,105,159.07264,5018.9816,495,195.74328,860.3112,85,196.8424,208.8328,40,105.4156,651.4784,45,272.48184,0,0,NA,2014-15,E09000002,Barking and Dagenham,-0.0008
12005.09983,23137,518.8440924,12005.09983,22777,527.0653901,4005.376134,8316,481.5474736,8000.726294,14821,539.7983756,1504.898517,1824,825.1375614,6495.827777,12997,499.7947441,3329.625567,345,185.5807565,863.2362581,105,159.613487,5036.046137,495,196.4088072,863.2362581,85,197.5116642,209.5428315,40,105.774013,653.6934266,45,273.4082783,0,0,NA,2015-16,E09000002,Barking and Dagenham,0.0034
12083.13298,23137,522.216579,12083.13298,22777,530.4913151,4031.411078,8316,484.6775322,8052.731015,14821,543.307065,1514.680358,1824,830.5009556,6538.050658,12997,503.0434099,3351.268133,345,186.7870314,868.8472938,105,160.6509746,5068.780437,495,197.6854644,868.8472938,85,198.79549,210.9048599,40,106.4615441,657.9424338,45,275.1854321,0,0,NA,2016-17,E09000002,Barking and Dagenham,0.0065
12191.88118,23137,526.9165282,12191.88118,22777,535.265737,4067.693778,8316,489.03963,8125.205594,14821,548.1968286,1528.312481,1824,837.9754642,6596.893114,12997,507.5708006,3381.429546,345,188.4681147,876.6669194,105,162.0968334,5114.399461,495,199.4646336,876.6669194,85,200.5846494,212.8030037,40,107.419698,663.8639157,45,277.662101,0,0,NA,2017-18,E09000002,Barking and Dagenham,0.009
12324.77268,23137,532.6599184,12324.77268,22777,541.1001335,4112.03164,8316,494.3701619,8213.770335,14821,554.172174,1544.971087,1824,847.1093967,6668.799249,12997,513.1033223,3418.287128,345,190.5224172,886.2225888,105,163.8636889,5170.146415,495,201.6387981,886.2225888,85,202.7710221,215.1225564,40,108.5905727,671.1000324,45,280.6886179,0,0,NA,2018-19,E09000002,Barking and Dagenham,0.0109
12476.36739,23137,539.2116354,12476.36739,22777,547.7556651,4162.60963,8316,500.4509149,8314.799711,14821,560.9884917,1563.974231,1824,857.5288423,6750.825479,12997,519.4144932,3460.33206,345,192.8658429,897.1231267,105,165.8792123,5233.739216,495,204.1189553,897.1231267,85,205.2651056,217.7685638,40,109.9262368,679.3545628,45,284.1410879,0,0,NA,2019-20,E09000002,Barking and Dagenham,0.0123
12643.55071,23137,546.4370713,12643.55071,22777,555.0955911,4218.388599,8316,507.1569572,8426.218027,14821,568.5057375,1584.931486,1824,869.0197288,6841.286541,12997,526.3746474,3506.70051,345,195.4502452,909.1445766,105,168.1019937,5303.871322,495,206.8541493,909.1445766,85,208.0156581,220.6866626,40,111.3992483,688.457914,45,287.9485784,0,0,NA,2020-21,E09000002,Barking and Dagenham,0.0134
12824.35348,23137,554.2511214,12824.35348,22777,563.033458,4278.711556,8316,514.4093017,8546.712944,14821,576.6353696,1607.596006,1824,881.4467109,6939.116938,12997,533.9018049,3556.846327,345,198.2451837,922.145344,105,170.5058522,5379.716682,495,209.8121636,922.145344,85,210.990282,223.8424819,40,112.9922576,698.3028621,45,292.0662431,0,0,NA,2021-22,E09000002,Barking and Dagenham,0.0143
13015.43635,23137,562.5094631,13015.43635,22777,571.4226565,4342.464358,8316,522.0740003,8674.058967,14821,585.2272366,1631.549187,1824,894.5802669,7042.509781,12997,541.8569418,3609.843337,345,201.1990369,935.8853096,105,173.0463894,5459.87446,495,212.9383649,935.8853096,85,214.1340372,227.1777349,40,114.6758422,708.7075748,45,296.4180301,0,0,NA,2022-23,E09000002,Barking and Dagenham,0.0149
13215.87407,23137,571.1721088,13215.87407,22777,580.2225654,4409.338309,8316,530.1139399,8807.639475,14821,594.239736,1656.675044,1824,908.356803,7150.964431,12997,550.2015387,3665.434925,345,204.2975021,950.2979434,105,175.7113038,5543.956527,495,216.2176157,950.2979434,85,217.4317013,230.676272,40,116.4418502,719.6216714,45,300.9828678,0,0,NA,2023-24,E09000002,Barking and Dagenham,0.0154
13424.68488,23137,580.1966282,13424.68488,22777,589.390082,4479.005854,8316,538.4897401,8946.800179,14821,603.6287239,1682.85051,1824,922.7088405,7263.949669,12997,558.894723,3723.348796,345,207.5254027,965.3126509,105,178.4875424,5631.55104,495,219.633854,965.3126509,85,220.8671222,234.3209571,40,118.2816314,730.9916938,45,305.7383971,0,0,NA,2024-25,E09000002,Barking and Dagenham,0.0158
13640.82231,23137,589.5377939,13640.82231,22777,598.8792623,4551.117848,8316,547.1594249,9090.843662,14821,613.3471463,1709.944403,1824,937.5644529,7380.899259,12997,567.892928,3783.294712,345,210.8665616,980.8541846,105,181.3611919,5722.219012,495,223.1699591,980.8541846,85,224.4230829,238.0935245,40,120.1859657,742.7606601,45,310.6607853,0,0,NA,2025-26,E09000002,Barking and Dagenham,0.0161
13864.53179,23137,599.2062137,13864.53179,22777,608.7008822,4625.756181,8316,556.1328395,9239.933498,14821,623.4060395,1737.987491,1824,952.9405099,7501.946007,12997,577.206372,3845.340745,345,214.3247732,996.9401932,105,184.3355154,5816.063404,495,226.8299464,996.9401932,85,228.1036214,241.9982583,40,122.1570155,754.9419349,45,315.7556222,0,0,NA,2026-27,E09000002,Barking and Dagenham,0.0164
14093.29657,23137,609.0931162,14093.29657,22777,618.7444468,4702.081158,8316,565.3090313,9392.392401,14821,633.6922392,1766.664285,1824,968.6640283,7625.728116,12997,586.7302772,3908.788868,345,217.861132,1013.389706,105,187.3770514,5912.02845,495,230.5726405,1013.389706,85,231.8673312,245.9912295,40,124.1726063,767.3984769,45,320.9655899,0,0,NA,2027-28,E09000002,Barking and Dagenham,0.0165
14328.65462,23137,619.2649713,14328.65462,22777,629.077479,4780.605913,8316,574.7496922,9549.245354,14821,644.2748996,1796.167578,1824,984.8407176,7753.077775,12997,596.5286728,3974.065642,345,221.4994129,1030.313314,105,190.5062482,6010.759325,495,234.4232036,1030.313314,85,235.7395156,250.0992831,40,126.2462888,780.2140314,45,326.3257153,0,0,NA,2028-29,E09000002,Barking and Dagenham,0.0167
14569.37602,23137,629.6686228,14569.37602,22777,639.6459807,4860.920093,8316,584.405487,9709.672676,14821,655.0987179,1826.343194,1824,1001.386042,7883.329482,12997,606.5503545,4040.829944,345,225.220603,1047.622578,105,193.7067531,6111.740082,495,238.3615134,1047.622578,85,239.6999395,254.300951,40,128.3672265,793.3216271,45,331.8079873,0,0,NA,2029-30,E09000002,Barking and Dagenham,0.0168
14814.14153,23137,640.2470556,14814.14153,22777,650.3920331,4942.58355,8316,594.2234992,9872.795177,14821,666.1043763,1857.025759,1824,1018.209327,8015.769417,12997,616.7404005,4108.715887,345,229.0043092,1065.222637,105,196.9610266,6214.417315,495,242.3659869,1065.222637,85,243.7268985,258.573207,40,130.5237959,806.6494305,45,337.3823615,0,0,NA,2030-31,E09000002,Barking and Dagenham,0.0168
15064.50053,23137,651.0672309,15064.50053,22777,661.3836585,5026.113212,8316,604.2658763,10039.64542,14821,677.3615403,1888.409495,1824,1035.417065,8151.235921,12997,627.1633132,4178.153186,345,232.874482,1083.2249,105,200.2896679,6319.440968,495,246.461972,1083.2249,85,247.8458831,262.9430942,40,132.729648,820.2818059,45,343.0841234,0,0,NA,2031-32,E09000002,Barking and Dagenham,0.0169
15320.59704,23137,662.1353738,15320.59704,22777,672.6271807,5111.557137,8316,614.5383962,10210.31939,14821,688.8766865,1920.512456,1824,1053.019155,8289.806931,12997,637.8250895,4249.18179,345,236.8333482,1101.639723,105,203.6945923,6426.871464,495,250.6518256,1101.639723,85,252.0592631,267.4131268,40,134.9860521,834.2265966,45,348.9165535,0,0,NA,2032-33,E09000002,Barking and Dagenham,0.017
15581.04719,23137,673.3916752,15581.04719,22777,684.0618428,5198.453608,8316,624.9855489,10383.89482,14821,700.5875902,1953.161168,1824,1070.92048,8430.733649,12997,648.6681161,4321.417881,345,240.8595151,1120.367599,105,207.1574004,6536.128279,495,254.9129066,1120.367599,85,256.3442705,271.95915,40,137.2808149,848.4084487,45,354.8481349,0,0,NA,2033-34,E09000002,Barking and Dagenham,0.017
15845.92499,23137,684.8393336,15845.92499,22777,695.6908941,5286.82732,8316,635.6103033,10560.42103,14821,712.4975792,1986.364908,1824,1089.126129,8574.056121,12997,659.695474,4394.881985,345,244.9541269,1139.413848,105,210.6790762,6647.24246,495,259.246426,1139.413848,85,260.7021231,276.5824555,40,139.6145888,862.8313923,45,360.8805532,0,0,NA,2034-35,E09000002,Barking and Dagenham,0.017
16115.30571,23137,696.4816023,16115.30571,22777,707.5176393,5376.703384,8316,646.4156784,10739.94819,14821,724.610038,2020.133111,1824,1107.641273,8719.815075,12997,670.9102971,4469.594978,345,249.118347,1158.783883,105,214.2606205,6760.245581,495,263.6536153,1158.783883,85,265.1340592,281.2843573,40,141.9880368,877.499526,45,367.0155226,0,0,NA,2035-36,E09000002,Barking and Dagenham,0.017
16390.87744,23137,708.3914377,16390.87744,22777,719.6161909,5468.645012,8316,657.4693865,10923.6013,14821,737.0008697,2054.677387,1824,1126.581939,8868.923913,12997,682.3828632,4546.025052,345,253.3782708,1178.599088,105,217.9244771,6875.845781,495,268.1620921,1178.599088,85,269.6678516,286.0943198,40,144.4160322,892.5047679,45,373.291488,0,0,NA,2036-37,E09000002,Barking and Dagenham,0.0171
29322,45805,640.1,28656,45805,625.6,6847,13204,518.6,22474,32602,689.4,0,0,NA,22474,32602,689.4,8790,1140,148.3,9193,855,207.2,3671,385,182.4,2010,255,152.8,70,10,112.7,1940,240,154.8,554,265,39.9,2011-12,E09000003,Barnet,1
26488,44783,591.5,26053,44783,581.8,7217,13116,550.2,19271,31667,608.6,0,0,NA,19271,31667,608.6,8599,1035,159.5,1832,235,149.9,5747,495,222.8,1832,235,149.9,24,5,65.9,1808,230,152.5,520,265,37.9,2012-13,E09000003,Barnet,1
25698,44119,582.5,24722,44119,560.3,6903,12850,537.2,18795,31270,601.1,0,0,NA,18795,31270,601.1,8818,1065,159.5,1800,200,171.4,5710,485,225.5,1800,200,171.4,57,10,91.3,1743,190,176.4,563,235,45.9,2013-14,E09000003,Barnet,1
25677.4416,44119,582.034,24702.2224,44119,559.85176,6897.4776,12850,536.77024,18779.964,31270,600.61912,0,0,NA,18779.964,31270,600.61912,8810.9456,1065,159.3724,1798.56,200,171.26288,5705.432,485,225.3196,1798.56,200,171.26288,56.9544,10,91.22696,1741.6056,190,176.25888,562.5496,235,45.86328,2014-15,E09000003,Barnet,-0.0008
25764.7449,44119,584.0129156,24786.20996,44119,561.755256,6920.929024,12850,538.5952588,18843.81588,31270,602.661225,0,0,NA,18843.81588,31270,602.661225,8840.902815,1065,159.9142662,1804.675104,200,171.8451738,5724.830469,485,226.0856866,1804.675104,200,171.8451738,57.14804496,10,91.53713166,1747.527059,190,176.8581602,564.4622686,235,46.01921515,2015-16,E09000003,Barnet,0.0034
25932.21574,44119,587.8089996,24947.32032,44119,565.4066651,6965.915062,12850,542.096128,18966.30068,31270,606.578523,0,0,NA,18966.30068,31270,606.578523,8898.368683,1065,160.9537089,1816.405492,200,172.9621674,5762.041867,485,227.5552436,1816.405492,200,172.9621674,57.51950725,10,92.13212302,1758.885985,190,178.0077382,568.1312734,235,46.31834005,2016-17,E09000003,Barnet,0.0065
26165.60568,44119,593.0992805,25171.8462,44119,570.4953251,7028.608298,12850,546.9749932,19136.99739,31270,612.0377297,0,0,NA,19136.99739,31270,612.0377297,8978.454001,1065,162.4022923,1832.753142,200,174.5188269,5813.900244,485,229.6032408,1832.753142,200,174.5188269,58.03718282,10,92.96131213,1774.715959,190,179.6098079,573.2444548,235,46.73520511,2017-18,E09000003,Barnet,0.009
26450.81079,44119,599.5640627,25446.21933,44119,576.7137242,7105.220129,12850,552.9370206,19345.59066,31270,618.7089409,0,0,NA,19345.59066,31270,618.7089409,9076.31915,1065,164.1724773,1852.730151,200,176.4210821,5877.271756,485,232.1059161,1852.730151,200,176.4210821,58.66978811,10,93.97459043,1794.060363,190,181.5675548,579.4928194,235,47.24461885,2018-19,E09000003,Barnet,0.0109
26776.15576,44119,606.9387007,25759.20783,44119,583.807303,7192.614336,12850,559.7381459,19583.54142,31270,626.3190609,0,0,NA,19583.54142,31270,626.3190609,9187.957876,1065,166.1917987,1875.518732,200,178.5910615,5949.562199,485,234.9608189,1875.518732,200,178.5910615,59.3914265,10,95.13047789,1816.127305,190,183.8008357,586.6205811,235,47.82572766,2019-20,E09000003,Barnet,0.0123
27134.95625,44119,615.0716793,26104.38121,44119,591.6303208,7288.995368,12850,567.2386371,19845.96088,31270,634.7117363,0,0,NA,19845.96088,31270,634.7117363,9311.076511,1065,168.4187688,1900.650683,200,180.9841817,6029.286332,485,238.1092939,1900.650683,200,180.9841817,60.18727162,10,96.4052263,1840.463411,190,186.2637669,594.4812969,235,48.46659241,2020-21,E09000003,Barnet,0.0134
27522.98612,44119,623.8672043,26477.67386,44119,600.0906344,7393.228002,12850,575.3501496,20129.75812,31270,643.7881141,0,0,NA,20129.75812,31270,643.7881141,9444.224905,1065,170.8271572,1927.829987,200,183.5722555,6115.505127,485,241.5142568,1927.829987,200,183.5722555,61.0479496,10,97.78382103,1866.782038,190,188.9273388,602.9823794,235,49.15966468,2021-22,E09000003,Barnet,0.0143
27933.07861,44119,633.1628256,26872.1912,44119,609.0319849,7503.387099,12850,583.9228668,20429.69152,31270,653.3805571,0,0,NA,20429.69152,31270,653.3805571,9584.943856,1065,173.3724819,1956.554654,200,186.3074821,6206.626153,485,245.1128192,1956.554654,200,186.3074821,61.95756405,10,99.24079996,1894.59709,190,191.7423561,611.9668169,235,49.89214368,2022-23,E09000003,Barnet,0.0149
28363.24803,44119,642.9135331,27286.02295,44119,618.4110775,7618.939261,12850,592.915279,20744.30876,31270,663.4426176,0,0,NA,20744.30876,31270,663.4426176,9732.551992,1065,176.0424181,1986.685596,200,189.1766173,6302.208196,485,248.8875566,1986.685596,200,189.1766173,62.91171054,10,100.7691083,1923.773885,190,194.6951884,621.3911058,235,50.6604827,2023-24,E09000003,Barnet,0.0154
28811.38734,44119,653.071567,27717.14211,44119,628.1819725,7739.318501,12850,602.2833404,21072.06884,31270,673.925011,0,0,NA,21072.06884,31270,673.925011,9886.326313,1065,178.8238883,2018.075228,200,192.1656079,6401.783086,485,252.81998,2018.075228,200,192.1656079,63.90571557,10,102.3612602,1954.169513,190,197.7713724,631.2090853,235,51.46091832,2024-25,E09000003,Barnet,0.0158
29275.25068,44119,663.5860192,28163.3881,44119,638.2957022,7863.921529,12850,611.9801022,21411.32915,31270,684.7752037,0,0,NA,21411.32915,31270,684.7752037,10045.49617,1065,181.7029529,2050.56624,200,195.2594741,6504.851793,485,256.8903817,2050.56624,200,195.2594741,64.93459759,10,104.0092765,1985.631642,190,200.9554915,641.3715516,235,52.28943911,2025-26,E09000003,Barnet,0.0161
29755.36479,44119,674.4688299,28625.26766,44119,648.7637518,7992.889842,12850,622.0165758,21762.47495,31270,696.005517,0,0,NA,21762.47495,31270,696.005517,10210.2423,1065,184.6828813,2084.195526,200,198.4617295,6611.531363,485,261.1033839,2084.195526,200,198.4617295,65.99952499,10,105.7150286,2018.196001,190,204.2511615,651.890045,235,53.14698591,2026-27,E09000003,Barnet,0.0164
30246.32831,44119,685.5975656,29097.58458,44119,659.4683537,8124.772524,12850,632.2798493,22121.55579,31270,707.489608,0,0,NA,22121.55579,31270,707.489608,10378.7113,1065,187.7301489,2118.584752,200,201.7363481,6720.62163,485,265.4115898,2118.584752,200,201.7363481,67.08851715,10,107.4593266,2051.496235,190,207.6213057,662.6462308,235,54.02391118,2027-28,E09000003,Barnet,0.0165
30751.44199,44119,697.0470449,29583.51424,44119,670.4814752,8260.456225,12850,642.8389228,22490.98577,31270,719.3046845,0,0,NA,22490.98577,31270,719.3046845,10552.03578,1065,190.8652423,2153.965117,200,205.1053451,6832.856011,485,269.8439633,2153.965117,200,205.1053451,68.20889538,10,109.2538973,2085.756222,190,211.0885815,673.7124228,235,54.92611049,2028-29,E09000003,Barnet,0.0167
31268.06622,44119,708.7574353,30080.51728,44119,681.7455639,8399.23189,12850,653.6386167,22868.83433,31270,731.3890032,0,0,NA,22868.83433,31270,731.3890032,10729.30998,1065,194.0717784,2190.151731,200,208.5511149,6947.647992,485,274.3773419,2190.151731,200,208.5511149,69.35480483,10,111.0893628,2120.796927,190,214.6348697,685.0307915,235,55.84886915,2029-30,E09000003,Barnet,0.0168
31793.36973,44119,720.6645602,30585.86997,44119,693.1988894,8540.338986,12850,664.6197455,23253.03075,31270,743.6763384,0,0,NA,23253.03075,31270,743.6763384,10909.56239,1065,197.3321843,2226.94628,200,212.0547736,7064.368479,485,278.9868812,2226.94628,200,212.0547736,70.51996555,10,112.9556641,2156.426315,190,218.2407355,696.5393088,235,56.78713015,2030-31,E09000003,Barnet,0.0168
32330.67768,44119,732.8437913,31102.77117,44119,704.9139506,8684.670714,12850,675.8518192,23646.00696,31270,756.2444686,0,0,NA,23646.00696,31270,756.2444686,11093.93399,1065,200.6670982,2264.581673,200,215.6384993,7183.756306,485,283.7017595,2264.581673,200,215.6384993,71.71175297,10,114.8646148,2192.86992,190,221.9290039,708.3108232,235,57.74683265,2031-32,E09000003,Barnet,0.0169
32880.2992,44119,745.3021357,31631.51828,44119,716.8974878,8832.310117,12850,687.3413001,24047.98908,31270,769.1006245,0,0,NA,24047.98908,31270,769.1006245,11282.53087,1065,204.0784389,2303.079561,200,219.3043538,7305.880163,485,288.5246895,2303.079561,200,219.3043538,72.93085277,10,116.8173133,2230.148708,190,225.701797,720.3521072,235,58.72852881,2032-33,E09000003,Barnet,0.017
33439.26429,44119,757.972272,32169.25409,44119,729.0847451,8982.459389,12850,699.0261022,24456.8049,31270,782.1753351,0,0,NA,24456.8049,31270,782.1753351,11474.3339,1065,207.5477723,2342.231914,200,223.0325278,7430.080126,485,293.4296092,2342.231914,200,223.0325278,74.17067726,10,118.8032076,2268.061236,190,229.5387275,732.598093,235,59.7269138,2033-34,E09000003,Barnet,0.017
34007.73178,44119,770.8578007,32716.13141,44119,741.4791858,9135.161198,12850,710.9095459,24872.57058,31270,795.4723158,0,0,NA,24872.57058,31270,795.4723158,11669.39757,1065,211.0760845,2382.049856,200,226.8240807,7556.391488,485,298.4179125,2382.049856,200,226.8240807,75.43157878,10,120.8228621,2306.618277,190,233.4408859,745.0522606,235,60.74227133,2034-35,E09000003,Barnet,0.017
34585.86322,44119,783.9623833,33272.30565,44119,754.0843319,9290.458939,12850,722.9950082,25295.40428,31270,808.9953452,0,0,NA,25295.40428,31270,808.9953452,11867.77733,1065,214.6643779,2422.544704,200,230.6800901,7684.850143,485,303.491017,2422.544704,200,230.6800901,76.71391562,10,122.8768508,2345.830788,190,237.409381,757.718149,235,61.77488994,2035-36,E09000003,Barnet,0.017
35177.28148,44119,797.36814,33841.26207,44119,766.979174,9449.325786,12850,735.3582229,25727.95569,31270,822.8291656,0,0,NA,25727.95569,31270,822.8291656,12070.71632,1065,218.3351388,2463.970218,200,234.6247197,7816.261081,485,308.6807134,2463.970218,200,234.6247197,78.02572357,10,124.978045,2385.944495,190,241.4690814,770.6751293,235,62.83124056,2036-37,E09000003,Barnet,0.0171
22974,58796,390.7,22950,58796,390.3,3379,9278,364.2,19595,49518,395.7,0,0,NA,19595,49518,395.7,10768,1180,175.3,4095,360,217.5,1367,125,207,1163,280,80.2,757,15,970.5,406,265,29.6,0,0,NA,2011-12,E08000016,Barnsley,1
20262,45638,444,20014,45638,438.5,3022,7633,395.9,17240,38005,453.6,0,0,NA,17240,38005,453.6,9403,995,181.4,1109,195,108.3,1298,110,229,1109,235,90.4,618,80,146.7,491,155,60.9,0,0,NA,2012-13,E08000016,Barnsley,1
17666,44264,399.1,17659,44264,398.9,2242,5620,398.9,15424,38644,399.1,0,0,NA,15424,38644,399.1,9193,910,194.5,947,115,158.4,1111,120,179.5,947,215,83.9,352,25,270.8,595,190,59.6,0,0,NA,2013-14,E08000016,Barnsley,1
17651.8672,44264,398.78072,17644.8728,44264,398.58088,2240.2064,5620,398.58088,15411.6608,38644,398.78072,0,0,NA,15411.6608,38644,398.78072,9185.6456,910,194.3444,946.2424,115,158.27328,1110.1112,120,179.3564,946.2424,215,83.83288,351.7184,25,270.58336,594.524,190,59.55232,0,0,NA,2014-15,E08000016,Barnsley,-0.0008
17711.88355,44264,400.1365744,17704.86537,44264,399.936055,2247.823102,5620,399.936055,15464.06045,38644,400.1365744,0,0,NA,15464.06045,38644,400.1365744,9216.876795,910,195.005171,949.4596242,115,158.8114092,1113.885578,120,179.9662118,949.4596242,215,84.11791179,352.9142426,25,271.5033434,596.5453816,190,59.75479789,0,0,NA,2015-16,E08000016,Barnsley,0.0034
17827.01079,44264,402.7374622,17819.94699,44264,402.5356393,2262.433952,5620,402.5356393,15564.57684,38644,402.7374622,0,0,NA,15564.57684,38644,402.7374622,9276.786494,910,196.2727046,955.6311117,115,159.8436833,1121.125834,120,181.1359921,955.6311117,215,84.66467822,355.2081851,25,273.2681152,600.4229266,190,60.14320407,0,0,NA,2016-17,E08000016,Barnsley,0.0065
17987.45389,44264,406.3620993,17980.32652,44264,406.1584601,2282.795857,5620,406.1584601,15704.65803,38644,406.3620993,0,0,NA,15704.65803,38644,406.3620993,9360.277573,910,198.0391589,964.2317917,115,161.2822765,1131.215967,120,182.7662161,964.2317917,215,85.42666032,358.4050588,25,275.7275282,605.8267329,190,60.68449291,0,0,NA,2017-18,E08000016,Barnsley,0.009
18183.51714,44264,410.7914462,18176.31207,44264,410.5855873,2307.678332,5620,410.5855873,15875.8388,38644,410.7914462,0,0,NA,15875.8388,38644,410.7914462,9462.304598,910,200.1977857,974.7419183,115,163.0402533,1143.546221,120,184.7583678,974.7419183,215,86.35781092,362.3116739,25,278.7329582,612.4302443,190,61.34595388,0,0,NA,2018-19,E08000016,Barnsley,0.0109
18407.1744,44264,415.844181,18399.88071,44264,415.63579,2336.062776,5620,415.63579,16071.11162,38644,415.844181,0,0,NA,16071.11162,38644,415.844181,9578.690945,910,202.6602185,986.7312438,115,165.0456484,1157.611839,120,187.0308957,986.7312438,215,87.42001199,366.7681075,25,282.1613736,619.9631363,190,62.10050912,0,0,NA,2019-20,E08000016,Barnsley,0.0123
18653.83053,44264,421.416493,18646.43911,44264,421.2053096,2367.366017,5620,421.2053096,16286.46452,38644,421.416493,0,0,NA,16286.46452,38644,421.416493,9707.045403,910,205.3758654,999.9534425,115,167.2572601,1173.123838,120,189.5371097,999.9534425,215,88.59144016,371.6828002,25,285.942336,628.2706423,190,62.93265594,0,0,NA,2020-21,E08000016,Barnsley,0.0134
18920.58031,44264,427.4427489,18913.08319,44264,427.2285456,2401.219351,5620,427.2285456,16519.36096,38644,427.4427489,0,0,NA,16519.36096,38644,427.4427489,9845.856153,910,208.3127403,1014.252777,115,169.6490389,1189.899509,120,192.2474904,1014.252777,215,89.85829775,376.9978642,25,290.0313114,637.2549125,190,63.83259292,0,0,NA,2021-22,E08000016,Barnsley,0.0143
19202.49696,44264,433.8116458,19194.88813,44264,433.5942509,2436.997519,5620,433.5942509,16765.49944,38644,433.8116458,0,0,NA,16765.49944,38644,433.8116458,9992.559409,910,211.4166001,1029.365143,115,172.1768096,1207.629012,120,195.111978,1029.365143,215,91.19718639,382.6151324,25,294.352778,646.7500107,190,64.78369855,0,0,NA,2022-23,E08000016,Barnsley,0.0149
19498.21541,44264,440.4923452,19490.48941,44264,440.2716023,2474.527281,5620,440.2716023,17023.68813,38644,440.4923452,0,0,NA,17023.68813,38644,440.4923452,10146.44482,910,214.6724158,1045.217366,115,174.8283324,1226.226498,120,198.1167025,1045.217366,215,92.60162306,388.5074054,25,298.8858108,656.7099609,190,65.78136751,0,0,NA,2023-24,E08000016,Barnsley,0.0154
19806.28721,44264,447.4521242,19798.43914,44264,447.2278937,2513.624812,5620,447.2278937,17292.6624,38644,447.4521242,0,0,NA,17292.6624,38644,447.4521242,10306.75865,910,218.06424,1061.731801,115,177.5906201,1245.600877,120,201.2469464,1061.731801,215,94.0647287,394.6458224,25,303.6082066,667.0859783,190,66.82071312,0,0,NA,2024-25,E08000016,Barnsley,0.0158
